Name,AGE,SOCIAL SECUIRTY,ALLERGIES,Doctor,Chickenpox (Varicella),Diphtheria.,Flu (Influenza),Hepatitis A.,Hepatitis B.,Hib (Haemophilus influenzae type b),HPV (Human Papillomavirus),Measles,Mumps,Shingles
Harleen,44,962-39-3341,Fish and shellfish,Dr. Myers,1,1,0,1,1,1,1,1,1,1
Harlow,9,605-74-5866,Pet Hair,Dr. uez,1,1,0,1,1,1,1,1,1,1
Holli,13,926-46-7081,,Dr. Gibbs,1,1,1,1,1,1,1,1,1,1
Iesha,60,569-47-5906,Tree Nuts Pet Hair,Dr. Vas,1,1,1,1,1,1,1,1,1,1
Ilayda,4,776-43-6400,Soy Pet Hair,Dr. Gardner,1,1,0,1,1,1,1,1,1,1
Inayah,48,863-94-0110,Wheat Pollen Soy,Dr. Herbert,1,1,1,1,1,1,1,1,1,1
Indiana,49,924-67-2115,Cow's milk Tree Nuts,Dr. Keller,1,1,1,1,1,1,1,1,1,1
Ingrid,58,098-49-9960,Tree Nuts,Dr. Mohamed,1,1,1,1,1,1,1,1,1,1
Isla-Rose,28,060-75-1093,Latex,Dr. Romero,1,1,1,1,1,1,1,1,1,1
Izabella,6,124-54-6662,Pollen Wheat Mold,Dr. Peterson,1,1,1,1,1,1,1,1,1,1
Jagoda,67,091-72-7248,Cow's milk Dust Mites,Dr. Vas,1,1,1,1,1,1,1,1,1,1
Jaimie,36,241-12-5122,Latex Pollen,Dr. Alexander,1,1,0,1,1,1,1,1,1,1
Jazmine,38,768-18-4851,Penicillin,Dr. Peterson,1,1,0,1,0,1,1,1,1,0
Jemima,32,424-23-7537,,Dr. Finch,1,1,0,1,1,1,1,1,1,1
Jennie,13,723-20-7388,,Dr. uez,1,1,1,1,1,1,1,1,1,1
Jessika,25,052-64-2437,,Dr. O'Connor,1,1,1,1,1,1,1,1,1,1
Joanne,62,993-25-5087,,Dr. Gardner,1,1,1,1,1,1,1,1,1,1
Jocelyn,44,693-55-1740,Latex Tree Nuts,Dr. Garrett,1,1,1,1,1,1,1,1,1,1
Jodi,74,604-00-9487,Wheat Pollen Penicillin,Dr. Palmer,1,1,0,1,1,1,1,1,1,1
Jorgie,71,914-88-7243,Penicillin,Dr. Patterson,1,1,1,1,1,1,1,1,1,1
Juliette,43,783-32-1480,Fish and shellfish,Dr. Wilkins,1,1,0,1,1,1,1,1,1,1
Julita,15,598-31-2683,Mold Pet Hair,Dr. Thornton,1,1,1,1,1,1,1,1,1,1
Juno,23,836-04-7683,,Dr. Love,1,1,1,1,1,1,1,1,1,1
Kacy,27,370-23-7811,Cow's milk Wheat Pet Hair,Dr. Patterson,1,1,0,1,0,1,1,1,1,0
Kadi,5,643-99-9186,,Dr. Harmon,1,1,0,1,1,1,1,1,1,1
Kailey,6,428-70-6684,Dust Mites Pet Hair,Dr. Garcia,1,1,1,1,1,1,1,1,1,1
Kaiya,47,141-74-6442,Cow's milk,Dr. Sims,1,1,0,1,1,1,1,1,1,1
Kaiyla,50,970-62-0761,Pet Hair Dust Mites Pollen,Dr. Vas,1,1,1,1,1,1,1,1,1,1
Karah,6,833-01-6632,,Dr. Gardner,1,1,0,1,1,1,1,1,1,1
Karla,60,777-62-5414,Cow's milk,Dr. Rossi,1,1,0,1,0,1,1,1,1,0
Kasey-Leigh,14,806-94-7589,Pet Hair Latex,Dr. Jones,1,1,1,1,1,1,1,1,1,1
Katarzyna,22,392-14-6799,Tree Nuts Fish and shellfish Cow's milk,Dr. Alexander,1,1,0,1,1,1,1,1,1,1
Katey,21,215-16-2419,,Dr. Jones,1,1,1,1,1,1,1,1,1,1
Kayci,21,820-43-8338,Soy,Dr. Field,1,1,1,1,1,1,1,1,1,1
Kaydee,2,123-33-0935,,Dr. Stanley,1,1,0,1,0,1,0,0,0,0
Kayla-Marie,25,372-55-8486,,Dr. Wilkins,1,1,1,1,1,1,1,1,1,1
Kendra,56,209-39-4959,Pet Hair,Dr. Naylor,1,1,0,1,1,1,1,1,1,1
Kezia,61,092-12-3436,Penicillin Soy,Dr. Taylor,1,1,0,1,1,1,1,1,1,1
Khadija,72,137-46-3140,Soy Fish and shellfish,Dr. Mcdonald,1,1,1,1,1,1,1,1,1,1
Khadijah,3,426-37-3396,,Dr. Waters,1,1,0,1,1,1,1,1,1,1
Kiarra,6,274-31-9868,Latex Pet Hair,Dr. Reynolds,1,1,0,1,1,1,1,1,1,1
Kiran,80,260-33-6466,Soy Fish and shellfish,Dr. Crossley,1,1,1,1,1,1,1,1,1,1
Kirstin,69,126-09-3669,,Dr. Austin,1,1,0,1,0,1,1,1,1,0
Kristen,33,623-53-5954,Tree Nuts Pollen Latex,Dr. Thompson,1,1,0,1,1,1,1,1,1,1
Krystal,14,950-94-1536,Pet Hair,Dr. Love,1,1,0,1,1,1,1,1,1,1
Kylah,76,007-37-1830,Wheat Pet Hair,Dr. Boyd,1,1,1,1,1,1,1,1,1,1
Kylie,33,796-70-4518,Wheat Pollen Fish and shellfish,Dr. Peterson,1,1,1,1,1,1,1,1,1,1
Leanna,18,640-59-0145,,Dr. Parsons,1,1,0,1,1,1,1,1,1,1
Leanne,36,897-83-4334,,Dr. Rossi,1,1,1,1,1,1,1,1,1,1
Lexy,73,209-97-0846,Cow's milk,Dr. Mann,1,1,1,1,1,1,1,1,1,1
Lilian,35,183-42-5928,Cow's milk Soy Pet Hair,Dr. Figueroa,1,1,1,1,1,1,1,1,1,1
Lilie,45,947-07-4007,,Dr. Park,1,1,0,1,0,1,1,0,0,0
Lillia,3,242-79-9952,Tree Nuts Pet Hair Latex,Dr. Herbert,1,1,1,1,1,1,1,1,1,1
Lorena,14,431-97-0659,Dust Mites,Dr. Thornton,1,1,0,1,1,1,1,1,1,1
Luciana,14,387-65-9380,Fish and shellfish,Dr. Gibson,1,1,1,1,1,1,1,1,1,1
Lucinda,67,922-74-7992,,Dr. Black,1,1,1,1,1,1,1,1,1,1
Maddie,5,924-61-5312,Mold Tree Nuts Penicillin,Dr. Bush,1,1,1,1,1,1,1,1,1,1
Mae,33,890-45-6796,Pet Hair Mold,Dr. Bailey,1,1,1,1,1,1,1,1,1,1
Malak,78,913-96-9611,,Dr. Herbert,1,1,0,1,0,1,1,1,1,0
Manahil,18,316-66-5289,,Dr. Waters,1,1,0,1,1,1,1,1,1,1
Mandy,40,712-85-8634,Dust Mites,Dr. Kaye,1,1,1,1,1,1,1,1,1,1
Marcie,30,464-41-7377,Latex Mold Cow's milk,Dr. Mohamed,1,1,0,1,1,1,1,1,1,1
Margot,36,958-41-1817,Penicillin Latex,Dr. Stevenson,1,1,0,1,0,1,1,1,1,0
Mariana,36,651-74-2849,Soy,Dr. Stanley,1,1,1,1,1,1,1,1,1,1
Marie,66,444-42-0811,Mold Wheat Pollen,Dr. Mohamed,1,1,0,1,1,1,1,1,1,1
Marika,71,105-40-9239,Fish and shellfish Dust Mites Latex,Dr. Black,1,1,1,1,1,1,1,1,1,1
Mariya,61,116-61-4902,Latex,Dr. O'Connor,1,1,0,1,0,1,1,1,0,0
Maxine,65,969-91-5025,,Dr. Park,1,1,1,1,1,1,1,1,1,1
Mayah,12,324-44-7584,Pollen Penicillin,Dr. Dean,1,1,0,1,1,1,1,1,1,1
Meisha,74,806-98-6536,Fish and shellfish Pollen,Dr. Bush,1,1,0,1,0,1,1,1,0,0
Melodie,21,000-76-3934,Penicillin Wheat Latex,Dr. Horton,1,1,1,1,1,1,1,1,1,1
Milli,7,535-33-6052,Soy Penicillin,Dr. Herbert,1,1,0,1,1,1,1,1,1,1
Millie-Rose,58,387-07-7294,Cow's milk,Dr. Park,1,1,1,1,1,1,1,1,1,1
Minnie,16,194-19-0443,Fish and shellfish,Dr. Kaye,1,1,1,1,1,1,1,1,1,1
Mira,11,620-30-8586,Tree Nuts Fish and shellfish,Dr. Elliott,1,1,1,1,1,1,1,1,1,1
Miyah,80,015-42-8594,Wheat Penicillin,Dr. Palmer,1,1,1,1,1,1,1,1,1,1
Monika,68,494-25-4089,,Dr. Dean,1,1,0,1,1,1,1,1,1,1
Nadine,42,416-25-0104,Cow's milk Latex,Dr. Garrett,1,1,1,1,1,1,1,1,1,1
Nahla,64,163-05-2660,Soy,Dr. O'Connor,1,1,1,1,1,1,1,1,1,1
Natalya,64,760-12-7869,Cow's milk,Dr. Leonard,1,1,1,1,1,1,1,1,1,1
Nela,38,852-93-3985,Soy Pet Hair Pollen,Dr. Palmer,1,1,0,1,1,1,1,1,1,1
Nikki,77,575-24-5074,Penicillin Dust Mites Cow's milk,Dr. Mejia,1,1,0,1,1,1,1,1,1,1
Nikkita,45,914-19-1041,Dust Mites Mold Fish and shellfish,Dr. Allen,1,1,1,1,1,1,1,1,1,1
Noa,14,256-09-4043,Dust Mites Soy Pollen,Dr. Figueroa,1,1,1,1,1,1,1,1,1,1
Nyla,74,114-12-5943,Pet Hair Fish and shellfish Tree Nuts,Dr. Wise,1,1,0,1,1,1,1,1,1,1
Paityn,16,729-12-5798,Mold,Dr. Waters,1,1,0,1,1,1,1,1,1,1
Petra,10,998-69-2113,Mold Cow's milk,Dr. Osborne,1,1,0,1,1,1,1,1,1,1
Phoenix,23,821-22-9383,Penicillin,Dr. Brown,1,1,1,1,1,1,1,1,1,1
Piper,20,054-25-8294,Tree Nuts Wheat Penicillin,Dr. Flores,1,1,0,1,1,1,1,1,1,1
Pixie,61,121-12-4735,,Dr. Hunt,1,1,0,1,1,1,1,1,1,1
Polly,3,551-95-0838,Wheat Pollen,Dr. Jimenez,1,1,0,1,1,1,1,1,1,1
Poppie,5,314-54-9084,Pollen Dust Mites,Dr. Mcdonald,1,1,0,1,1,1,1,1,1,1
Precious,54,250-72-3769,Mold Soy Dust Mites,Dr. Fletcher,1,1,1,1,1,1,1,1,1,1
Rahma,33,105-65-4305,Latex,Dr. Wood,1,1,1,1,1,1,1,1,1,1
Rana,33,994-49-9641,Pet Hair,Dr. Gibbs,1,1,1,1,1,1,1,1,1,1
Reagan,67,435-14-2454,Pet Hair Cow's milk,Dr. Sharp,1,1,1,1,1,1,1,1,1,1
Rebeka,12,296-35-5810,Pollen,Dr. Barnett,1,1,0,1,1,1,1,1,1,1
Reem,69,916-73-8703,,Dr. Wise,1,1,1,1,1,1,1,1,1,1
Reese,21,645-42-6075,Mold Fish and shellfish Cow's milk,Dr. Stanley,1,1,1,1,1,1,1,1,1,1
Regan,16,953-15-0312,Penicillin Latex Pollen,Dr. Keller,1,1,0,1,1,1,1,1,1,1
Rosalie,7,732-91-2382,,Dr. Myers,1,1,0,1,1,1,1,1,1,1
Rosalyn,54,931-45-3153,,Dr. Cruz,1,1,0,1,0,1,1,1,1,0
Roslin,14,095-33-8931,,Dr. Moran,1,1,0,1,1,1,1,1,1,1
Rubi,36,377-69-3157,Mold Tree Nuts,Dr. Graham,1,1,0,1,0,1,1,1,1,0
Ryleigh,35,996-92-3008,,Dr. Black,1,1,0,1,1,1,1,1,1,1
Sabrina,27,721-93-7524,,Dr. Mann,1,1,1,1,1,1,1,1,1,1
Selina,23,098-36-2369,,Dr. Myers,1,1,1,1,1,1,1,1,1,1
Seonaid,31,195-58-8189,,Dr. Harmon,1,1,1,1,1,1,1,1,1,1
Shaniece,63,070-55-4551,Pollen Dust Mites Tree Nuts,Dr. Bush,1,1,0,1,1,1,1,1,1,1
Sheryl,67,345-54-1761,,Dr. Cunningham,1,1,1,1,1,1,1,1,1,1
Shona,66,381-63-4933,,Dr. Gibbs,1,1,0,1,0,1,1,1,0,0
Shreya,6,395-81-4177,Wheat,Dr. NicholsonDr. Brady,1,1,1,1,1,1,1,1,1,1
Si,37,549-43-4259,Latex Mold,Dr. Graham,1,1,1,1,1,1,1,1,1,1
Sia,72,688-61-4905,Cow's milk Mold,Dr. Reynolds,1,1,1,1,1,1,1,1,1,1
Siana,58,639-44-8571,Pet Hair Mold Soy,Dr. Nichols,1,1,0,1,0,1,1,1,1,0
Sorcha,63,651-21-9001,,Dr. Gardner,1,1,1,1,1,1,1,1,1,1
Starr,19,768-77-0955,Tree Nuts Fish and shellfish Wheat,Dr. Garrett,1,1,0,1,1,1,1,1,1,1
Sula,34,868-18-4035,Wheat Pollen Soy,Dr. NicholsonDr. Brady,1,1,0,1,1,1,1,1,1,1
Sumaya,33,808-14-2531,,Dr. Black,1,1,0,1,1,1,1,1,1,1
Susan,0,255-11-7111,,Dr. Keller,1,1,0,1,0,1,1,0,0,0
Suzanne,20,168-48-0994,Wheat,Dr. Peterson,1,1,0,1,1,1,1,1,1,1
Suzie,48,088-95-1018,,Dr. Brown,1,1,0,1,1,1,1,1,1,1
Sydney,37,483-41-1894,Latex,Dr. Barnett,1,1,1,1,1,1,1,1,1,1
Tahlia,62,405-49-2535,,Dr. Osborne,1,1,1,1,1,1,1,1,1,1
Tallulah,32,561-03-3951,Pollen Penicillin,Dr. Thomas,1,1,1,1,1,1,1,1,1,1
Tammi,7,191-59-9419,Dust Mites Penicillin,Dr. Waters,1,1,1,1,1,1,1,1,1,1
Tammie,7,659-70-0246,,Dr. Austin,1,1,1,1,1,1,1,1,1,1
Tanya,20,256-52-6885,,Dr. Stanley,1,1,0,1,0,1,1,1,1,0
Taylar,7,875-35-5149,Soy Cow's milk,Dr. Nichols,1,1,1,1,1,1,1,1,1,1
Tian,42,141-45-1645,Wheat,Dr. Hawkins,1,1,0,1,1,1,1,1,1,1
Tillie,3,565-42-2158,Mold,Dr. Wood,1,1,1,1,1,1,1,1,1,1
Umaima,22,247-74-0684,,Dr. Bailey,1,1,1,1,1,1,1,1,1,1
Valeria,9,684-63-9143,Tree Nuts Cow's milk,Dr. Alvarado,1,1,1,1,1,1,1,1,1,1
Vera,45,246-21-3597,Cow's milk Penicillin Pet Hair,Dr. Crossley,1,1,1,1,1,1,1,1,1,1
Viktoria,75,748-51-1468,Penicillin Pollen Soy,Dr. Brown,1,1,0,1,0,1,1,1,1,0
Vivienne,8,730-96-8559,Tree Nuts Cow's milk Pollen,Dr. Barrett,1,1,1,1,1,1,1,1,1,1
Wendy,72,078-16-0400,Soy,Dr. Peterson,1,1,1,1,1,1,1,1,1,1
Winnie,32,241-89-4040,,Dr. Thompson,1,1,0,1,1,1,1,1,1,1
Zahraa,71,817-10-0744,Tree Nuts,Dr. Rossi,1,1,0,1,1,1,1,1,1,1
Zaina,49,942-61-3504,Penicillin Pollen,Dr. Garrett,1,1,1,1,1,1,1,1,1,1
Zaynah,60,805-39-6181,Tree Nuts Soy Dust Mites,Dr. Stevenson,1,1,1,1,1,1,1,1,1,1
Ziva,55,279-20-7524,Pet Hair Fish and shellfish Dust Mites,Dr. Wilkins,1,1,0,1,0,1,1,1,1,0
Aalia,75,379-28-9315,Fish and shellfish Dust Mites Pollen,Dr. Bailey,1,1,1,1,1,1,1,1,1,1
Aaminah,59,905-43-4131,Pollen Penicillin Mold,Dr. Dean,1,1,0,1,1,1,1,1,1,1
Abeera,2,575-82-5955,,Dr. Burgess,1,1,0,1,1,1,1,1,1,1
Abigael,22,772-22-4865,Mold,Dr. Sherman,1,1,0,1,1,1,1,1,1,1
Abiha,32,373-24-2207,Pet Hair Soy Tree Nuts,Dr. Cruz,1,1,1,1,1,1,1,1,1,1
Adara,72,548-55-8695,Wheat Cow's milk Pet Hair,Dr. Spencer,1,1,0,1,1,1,1,1,1,1
Aela,62,753-32-4128,Wheat Soy,Dr. Fletcher,1,1,1,1,1,1,1,1,1,1
Aeryn,2,182-67-1130,Wheat,Dr. Leonard,1,1,1,1,1,1,1,1,1,1
Agatha,29,129-79-1317,Tree Nuts Latex Mold,Dr. Elliott,1,1,0,1,1,1,1,1,1,1
Aicha,72,981-66-5403,,Dr. Thornton,1,1,0,1,1,1,1,1,1,1
Aiesha,30,140-04-4124,Wheat Tree Nuts Pet Hair,Dr. Mckenna,1,1,0,1,0,0,0,0,0,0
Ailee,75,278-35-5846,Latex,Dr. Field,1,1,1,1,1,1,1,1,1,1
Ailis,12,015-78-2694,Wheat,Dr. Carrillo,1,1,1,1,1,1,1,1,1,1
Aimee-Louise,44,633-78-5785,Penicillin,Dr. Finch,1,1,1,1,1,1,1,1,1,1
Airlie,41,745-43-1539,Cow's milk Soy Pollen,Dr. Jones,1,1,0,1,0,1,1,1,1,0
Aivah,58,370-51-4417,Mold Latex,Dr. Thomas,1,1,1,1,1,1,1,1,1,1
Aizah,52,083-88-0708,Fish and shellfish Pollen,Dr. Wilkins,1,1,1,1,1,1,1,1,1,1
Aleshia,45,198-51-2090,Tree Nuts Fish and shellfish Penicillin,Dr. Armstrong,1,1,1,1,1,1,1,1,1,1
Alexi,54,502-52-9797,Dust Mites Tree Nuts,Dr. Dean,1,1,0,1,0,1,1,1,1,0
Alexx,74,939-47-4466,Mold Cow's milk,Dr. Keller,1,1,1,1,1,1,1,1,1,1
Aliona,6,154-50-5269,Tree Nuts,Dr. Barrett,1,1,1,1,1,1,1,1,1,1
Alishia,22,969-64-1993,,Dr. Hawkins,1,1,0,1,1,1,1,1,1,1
Aliza,45,073-34-5592,,Dr. Foster,1,1,1,1,1,1,1,1,1,1
Alyx,79,705-97-3158,Cow's milk,Dr. Harmon,1,1,0,1,1,1,1,1,1,1
Amal,22,397-62-6316,Dust Mites Soy,Dr. Wise,1,1,1,1,1,1,1,1,1,1
Amalia,44,918-13-4796,,Dr. Alexander,1,1,0,1,0,1,1,0,0,0
Amalie,63,799-82-2821,Penicillin Latex Pollen,Dr. Fuller,1,1,0,1,1,1,1,1,1,1
Amaya,74,255-67-5826,Penicillin Tree Nuts,Dr. Black,1,1,0,1,1,1,1,1,1,1
Amily,49,679-83-2796,Penicillin,Dr. Spencer,1,1,1,1,1,1,1,1,1,1
Amity,23,879-40-8883,,Dr. Sharp,1,1,1,1,1,1,1,1,1,1
Amy-Lee,1,559-20-4530,Cow's milk Soy,Dr. Jones,1,1,0,1,1,1,1,1,1,1
Anais,40,266-37-5874,Latex,Dr. Herbert,1,1,0,1,0,1,1,1,0,0
Andreea,0,587-66-5130,Cow's milk,Dr. Juarez,1,1,1,1,1,1,1,1,1,1
Angelika,60,659-37-3449,Pet Hair,Dr. Flores,1,1,1,1,1,1,1,1,1,1
Anise,10,387-89-0808,Latex Mold Soy,Dr. Pham,1,1,1,1,1,1,1,1,1,1
Anita,9,343-82-0571,Pollen Cow's milk,Dr. Foster,1,1,1,1,1,1,1,1,1,1
Anitra,11,237-83-9838,Latex,Dr. Stanley,1,1,1,1,1,1,1,1,1,1
Aniya,1,887-02-9736,,Dr. Carey,1,1,0,1,0,0,0,0,0,0
Aniyah,0,134-88-8821,Wheat,Dr. Mcdonald,1,1,0,1,1,1,1,1,1,1
Anja,77,363-75-1416,Wheat Dust Mites Fish and shellfish,Dr. Wilkins,1,1,1,1,1,1,1,1,1,1
Anna-Rose,22,069-48-6517,,Dr. Naylor,1,1,1,1,1,1,1,1,1,1
Annabell,29,350-14-7206,Cow's milk,Dr. Harmon,1,1,0,1,0,1,1,1,1,0
Annaliese,5,090-79-2327,Mold Fish and shellfish Pollen,Dr. Hunt,1,1,1,1,1,1,1,1,1,1
Anne,23,714-34-1460,,Dr. Osborne,1,1,1,1,1,1,1,1,1,1
Annelise,35,413-69-4877,Latex Wheat,Dr. Fuller,1,1,0,1,1,1,1,1,1,1
Anniyah,57,522-04-4758,Latex,Dr. Peters,1,1,1,1,1,1,1,1,1,1
Anshi,51,097-44-9147,,Dr. Boyd,1,1,0,1,1,1,1,1,1,1
Aoibheann,50,451-68-2981,Soy Dust Mites,Dr. Wallace,1,1,0,1,1,1,1,1,1,1
Arabella,60,479-15-5126,Mold,Dr. Wise,1,1,1,1,1,1,1,1,1,1
Arfa,58,800-21-5109,Soy Latex Tree Nuts,Dr. Graham,1,1,1,1,1,1,1,1,1,1
Arlene,18,591-52-8198,Wheat,Dr. NicholsonDr. Brady,1,1,0,1,0,1,0,0,0,0
Aroush,59,558-57-0302,,Dr. Vas,1,1,0,1,0,1,1,1,0,0
Arwyn,12,524-58-3832,Pet Hair,Dr. Garrett,1,1,0,1,1,1,1,1,1,1
Ashlee,71,528-08-6212,Penicillin Pet Hair Tree Nuts,Dr. Palmer,1,1,0,1,0,1,1,1,1,0
Aspen,9,515-08-3873,Tree Nuts Mold Dust Mites,Dr. Terry,1,1,0,1,0,1,1,1,1,0
Ava-Grace,13,468-48-9519,,Dr. Alexander,1,1,1,1,1,1,1,1,1,1
Ava-Louise,32,179-42-5028,Latex Pet Hair Cow's milk,Dr. Jimenez,1,1,1,1,1,1,1,1,1,1
Ava-Mae,32,121-88-9215,Dust Mites Fish and shellfish Tree Nuts,Dr. Alvarado,1,1,1,1,1,1,1,1,1,1
Ava-Rose,41,638-90-2358,Latex,Dr. Vas,1,1,0,1,0,1,1,0,0,0
Aya,10,295-98-8465,Mold,Dr. Parsons,1,1,0,1,1,1,1,1,1,1
Ayana,31,399-93-2336,Tree Nuts Fish and shellfish,Dr. O'Connor,1,1,1,1,1,1,1,1,1,1
Aylee,18,090-84-5592,,Dr. Pham,1,1,1,1,1,1,1,1,1,1
Ayra,9,389-88-6492,,Dr. Mohamed,1,1,1,1,1,1,1,1,1,1
Azaria,40,317-20-9456,Mold,Dr. Mann,1,1,1,1,1,1,1,1,1,1
Baileigh,12,595-58-1266,Dust Mites Fish and shellfish Mold,Dr. Juarez,1,1,0,1,1,1,1,1,1,1
Bailie,30,979-17-0252,,Dr. Wood,1,1,1,1,1,1,1,1,1,1
Bea,8,191-63-3419,Cow's milk Pollen Wheat,Dr. Naylor,1,1,1,1,1,1,1,1,1,1
Beatrix,15,591-22-6034,Latex Wheat Penicillin,Dr. Parsons,1,1,1,1,1,1,1,1,1,1
Beatriz,73,863-43-6532,Cow's milk,Dr. Hawkins,1,1,1,1,1,1,1,1,1,1
Becca,14,972-41-0307,Cow's milk Tree Nuts,Dr. uez,1,1,0,1,1,1,1,1,1,1
Betty,73,814-45-9581,Latex Pollen Soy,Dr. Juarez,1,1,1,1,1,1,1,1,1,1
Billi,31,639-79-6154,Pet Hair Mold,Dr. Khan,1,1,1,1,1,1,1,1,1,1
Blaire,58,932-32-3879,Pollen,Dr. Wood,1,1,0,1,0,1,1,1,0,0
Bobbie,71,708-45-8988,Latex,Dr. Thornton,1,1,1,1,1,1,1,1,1,1
Bonni,3,956-34-9349,Wheat Penicillin Pollen,Dr. Flores,1,1,1,1,1,1,1,1,1,1
Bonny,24,329-56-3200,,Dr. Elliott,1,1,0,1,1,1,1,1,1,1
Breagh,36,068-26-4763,,Dr. Elliott,1,1,0,1,1,1,1,1,1,1
Brodi,46,497-47-3555,Dust Mites Tree Nuts,Dr. Harmon,1,1,1,1,1,1,1,1,1,1
Bronagh,66,882-96-6968,Wheat Cow's milk,Dr. Stevenson,1,1,1,1,1,1,1,1,1,1
Brooklyne,54,222-92-3832,,Dr. Dean,1,1,0,1,1,1,1,1,1,1
Caelin,64,996-57-6361,,Dr. Gardner,1,1,0,1,0,1,1,0,0,0
Caelyn,35,651-49-0371,Tree Nuts Pet Hair,Dr. Sharp,1,1,1,1,1,1,1,1,1,1
Caila,73,446-78-0440,Penicillin,Dr. Allen,1,1,0,1,1,1,1,1,1,1
Caitlin-Anne,27,292-73-5414,Pet Hair Dust Mites Cow's milk,Dr. Mcdonald,1,1,0,1,1,1,1,1,1,1
Caley,61,895-15-0945,Tree Nuts Cow's milk Latex,Dr. Osborne,1,1,1,1,1,1,1,1,1,1
Cally,64,459-04-9960,Latex,Dr. Figueroa,1,1,1,1,1,1,1,1,1,1
Cameryn,76,495-77-2118,Pet Hair Dust Mites Latex,Dr. Taylor,1,1,0,1,1,1,1,1,1,1
Cate,69,602-01-5383,Soy,Dr. Barnett,1,1,1,1,1,1,1,1,1,1
Cathy,4,950-74-7095,Cow's milk Dust Mites,Dr. Taylor,1,1,0,1,1,1,1,1,1,1
Caylin,42,331-14-6680,Wheat Dust Mites,Dr. Reed,1,1,1,1,1,1,1,1,1,1
Cecile,45,456-10-9210,Penicillin Latex,Dr. Spencer,1,1,1,1,1,1,1,1,1,1
Cecilia,12,301-91-4277,Fish and shellfish Penicillin,Dr. Finch,1,1,0,1,0,1,1,1,1,0
Celeste,47,524-12-1637,Fish and shellfish,Dr. Carrillo,1,1,0,1,1,1,1,1,1,1
Celina,61,104-43-9316,Wheat Mold,Dr. Romero,1,1,0,1,1,1,1,1,1,1
Chanel,25,693-63-0778,Wheat Tree Nuts Pet Hair,Dr. Spencer,1,1,1,1,1,1,1,1,1,1
Charis,5,967-55-3932,,Dr. Garrett,1,1,1,1,1,1,1,1,1,1
Charissa,69,811-62-0697,Pollen,Dr. Barnett,1,1,0,1,1,1,1,1,1,1
Chaya,58,620-35-1608,Wheat,Dr. Park,1,1,0,1,0,1,1,1,0,0
Chelsey,47,991-17-2824,,Dr. O'Connor,1,1,0,1,1,1,1,1,1,1
Chelsie,19,388-16-4903,Wheat,Dr. Bush,1,1,1,1,1,1,1,1,1,1
Cherry,24,548-95-7664,Mold,Dr. Hamilton,1,1,1,1,1,1,1,1,1,1
Cheryl-Ann,55,939-35-9877,Wheat Cow's milk,Dr. Dean,1,1,1,1,1,1,1,1,1,1
Cheyenne,9,988-85-2697,Cow's milk Tree Nuts Pet Hair,Dr. Palmer,1,1,0,1,1,1,1,1,1,1
Chiamaka,19,269-46-5291,,Dr. Mckenna,1,1,0,1,1,1,1,1,1,1
Chloe-Louise,51,646-29-1050,Penicillin Pollen,Dr. Pham,1,1,0,1,0,1,0,0,0,0
Christie,15,665-01-2117,,Dr. Carrillo,1,1,1,1,1,1,1,1,1,1
Chrystal,7,658-72-9520,,Dr. Fuller,1,1,0,1,1,1,1,1,1,1
Clare,51,539-43-6949,Penicillin,Dr. Strickland,1,1,0,1,0,1,1,1,1,0
Clarissa,19,268-66-2849,,Dr. Hunt,1,1,1,1,1,1,1,1,1,1
Coco,19,639-19-4172,,Dr. Gardner,1,1,0,1,0,1,1,0,0,0
Codi,73,716-19-0210,,Dr. Carlson,1,1,1,1,1,1,1,1,1,1
Cooper,78,489-54-8849,Cow's milk Pet Hair,Dr. Khan,1,1,1,1,1,1,1,1,1,1
Corin,37,451-57-9396,,Dr. Wallace,1,1,0,1,1,1,1,1,1,1
Corra,10,407-66-9344,Dust Mites Tree Nuts,Dr. Gibson,1,1,1,1,1,1,1,1,1,1
Coryn,20,776-18-1504,Tree Nuts Latex Mold,Dr. Herbert,1,1,0,1,1,1,1,1,1,1
D'arcy,64,399-03-1179,Mold Soy,Dr. Burgess,1,1,1,1,1,1,1,1,1,1
Daisi,70,263-23-7601,Dust Mites,Dr. Pham,1,1,0,1,0,1,1,0,0,0
Damaris,74,242-50-8539,Cow's milk Soy,Dr. Palmer,1,1,0,1,1,1,1,1,1,1
Dani,22,607-43-1446,,Dr. Dean,1,1,1,1,1,1,1,1,1,1
Darragh,32,425-49-7296,Wheat Mold Latex,Dr. Field,1,1,0,1,0,1,1,1,1,0
Davina,46,455-56-8608,Mold Soy,Dr. Osborne,1,1,1,1,1,1,1,1,1,1
Deanna,63,347-99-0463,Fish and shellfish Pet Hair,Dr. Graham,1,1,0,1,1,1,1,1,1,1
Demi-Lee,14,279-38-2416,Wheat Dust Mites Soy,Dr. Fletcher,1,1,1,1,1,1,1,1,1,1
Demilee,17,611-00-2914,Fish and shellfish Pollen Latex,Dr. Thompson,1,1,1,1,1,1,1,1,1,1
Derri,45,412-13-9155,Wheat Fish and shellfish Mold,Dr. Bush,1,1,0,1,1,1,1,1,1,1
Destinee,80,494-87-8703,,Dr. Cruz,1,1,1,1,1,1,1,1,1,1
Dorota,18,808-89-0444,Latex,Dr. Elliott,1,1,1,1,1,1,1,1,1,1
Dorothy,14,715-13-9659,Pet Hair Latex,Dr. Black,1,1,0,1,1,1,1,1,1,1
